id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
8283,British,Aberdeen Town Guard,,Aberdeen Town Guard,1901-03-06,,engagement,,Aberdeen,Aberdeen,Aberdeen Town Guard successfully repulsed an attack by Scheepers and Fouche's commandos on 6 March 1901. The fort held against the Boer assault. (SAMHS vol073vm),low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8284,British,Aberdeen Town Guard,,Aberdeen Town Guard,1902-05-31,,garrison,,Aberdeen,Aberdeen,"Aberdeen Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8285,British,Aliwal North Town Guard,,Aliwal North Town Guard,1900-11-01,,garrison,,Aliwal North,Aliwal North,Aliwal North Town Guard formed to defend the town of Aliwal North against Boer incursion during the Cape Colony guerrilla phase. Aliwal North was a key crossing on the Orange River and the TG was vital to preventing Boer raids into the Cape.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8286,British,Aliwal North Town Guard,,Aliwal North Town Guard,1902-05-31,,garrison,,Aliwal North,Aliwal North,"Aliwal North Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8287,British,Alicedale Town Guard,,Alicedale Town Guard,1901-01-01,,garrison,,Alicedale,Alicedale,"Alicedale Town Guard formed to defend the town of Alicedale against Boer incursion during the Cape Colony guerrilla phase. Alicedale, on the railway between Grahamstown and Port Elizabeth, maintained a TG to protect the line.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8288,British,Alicedale Town Guard,,Alicedale Town Guard,1902-05-31,,garrison,,Alicedale,Alicedale,"Alicedale Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8289,British,Alexandria Town Guard,,Alexandria Town Guard,1901-01-01,,garrison,,Alexandria,Alexandria,Alexandria Town Guard formed to defend the town of Alexandria against Boer incursion during the Cape Colony guerrilla phase. Alexandria Town Guard raised for local defence in the eastern Cape.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8290,British,Alexandria Town Guard,,Alexandria Town Guard,1902-05-31,,garrison,,Alexandria,Alexandria,"Alexandria Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8291,British,Barkly East Town Guard,,Barkly East Town Guard,1901-01-01,,garrison,,Barkly East,Barkly East,Barkly East Town Guard formed to defend the town of Barkly East against Boer incursion during the Cape Colony guerrilla phase. Barkly East was briefly occupied by Boers after Stormberg; the TG was formed to prevent recurrence.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8292,British,Barkly East Town Guard,,Barkly East Town Guard,1902-05-31,,garrison,,Barkly East,Barkly East,"Barkly East Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8293,British,Burghersdorp Town Guard,,Burghersdorp Town Guard,1900-11-01,,garrison,,Burghersdorp,Burghersdorp,Burghersdorp Town Guard formed to defend the town of Burghersdorp against Boer incursion during the Cape Colony guerrilla phase. Burghersdorp was briefly occupied by Boers in late 1899; the TG was formed after evacuation to guard against return.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8294,British,Burghersdorp Town Guard,,Burghersdorp Town Guard,1902-05-31,,garrison,,Burghersdorp,Burghersdorp,"Burghersdorp Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8295,British,Cathcart Town Guard,,Cathcart Town Guard,1901-01-01,,garrison,,Cathcart,Cathcart,"Cathcart Town Guard formed to defend the town of Cathcart against Boer incursion during the Cape Colony guerrilla phase. Cathcart, on the road between Queenstown and King William's Town, maintained observation posts and a town guard.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8296,British,Cathcart Town Guard,,Cathcart Town Guard,1902-05-31,,garrison,,Cathcart,Cathcart,"Cathcart Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8297,British,Cradock Town Guard,,Cradock Town Guard,1901-01-01,,garrison,,Cradock,Cradock,Cradock Town Guard formed to defend the town of Cradock against Boer incursion during the Cape Colony guerrilla phase. The Cradock TG was active during Kritzinger's raids in the midland Cape district.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8298,British,Cradock Town Guard,,Cradock Town Guard,1902-01-15,,engagement,,Cradock,Cradock,"50 men of the Cradock Town Guard were captured by Cmdt Louis Wessels's commando during Kritzinger's winter raids, January 1902.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8299,British,Cradock Town Guard,,Cradock Town Guard,1902-05-31,,garrison,,Cradock,Cradock,"Cradock Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8300,British,Dordrecht Town Guard,,Dordrecht Town Guard,1901-01-01,,garrison,,Dordrecht,Dordrecht,"Dordrecht Town Guard formed to defend the town of Dordrecht against Boer incursion during the Cape Colony guerrilla phase. Dordrecht, north-east of Sterkstroom, was briefly occupied by Boers and the TG formed for subsequent defence.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8301,British,Dordrecht Town Guard,,Dordrecht Town Guard,1901-05-01,,engagement,,Dordrecht,Dordrecht,Dordrecht Town Guard engaged in defence of the town during Lötter's commando incursion into the northeastern Cape.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8302,British,Dordrecht Town Guard,,Dordrecht Town Guard,1902-05-31,,garrison,,Dordrecht,Dordrecht,"Dordrecht Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8303,British,East London Town Guard,,East London Town Guard,1901-01-01,,garrison,,East London,East London,East London Town Guard formed to defend the town of East London against Boer incursion during the Cape Colony guerrilla phase. East London Town Guard formed to protect the port city and Cape Government Railway terminus.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8304,British,East London Town Guard,,East London Town Guard,1902-05-31,,garrison,,East London,East London,"East London Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8305,British,Graaff-Reinet Town Guard,,Graaff-Reinet Town Guard,1901-01-01,,garrison,,Graaff-Reinet,Graaff-Reinet,Graaff-Reinet Town Guard formed to defend the town of Graaff-Reinet against Boer incursion during the Cape Colony guerrilla phase. Graaff-Reinet TG grew from 100 men (Jan 1901) to 220 by March 1902 under Cmdt J. Gardner. The unit maintained order and supported column operations. (SAMHS vol073vm),low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8306,British,Graaff-Reinet Town Guard,,Graaff-Reinet Town Guard,1901-06-01,,garrison,,Graaff-Reinet,Graaff-Reinet,"Graaff-Reinet Town Guard expanded to over 150 men by mid-1901, garrisoning the fort and providing scouts to British columns operating in the district.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8307,British,Graaff-Reinet Town Guard,,Graaff-Reinet Town Guard,1902-05-31,,garrison,,Graaff-Reinet,Graaff-Reinet,"Graaff-Reinet Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8308,British,Grahamstown Town Guard,,Grahamstown Town Guard,1901-01-01,,garrison,,Grahamstown,Grahamstown,"Grahamstown Town Guard formed to defend the town of Grahamstown against Boer incursion during the Cape Colony guerrilla phase. Grahamstown, as the regional centre of the eastern Cape, maintained a significant TG alongside the First City (Grahamstown) Volunteers.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8309,British,Grahamstown Town Guard,,Grahamstown Town Guard,1902-05-31,,garrison,,Grahamstown,Grahamstown,"Grahamstown Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8310,British,Hanover Town Guard,,Hanover Town Guard,1901-01-01,,garrison,,Hanover,Hanover,Hanover Town Guard formed to defend the town of Hanover against Boer incursion during the Cape Colony guerrilla phase. Hanover Town Guard formed in the Karoo to protect the railway junction and surrounding district.,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8311,British,Hanover Town Guard,,Hanover Town Guard,1902-05-31,,garrison,,Hanover,Hanover,"Hanover Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8312,British,Indwe Town Guard,,Indwe Town Guard,1901-01-01,,garrison,,Indwe,Indwe,"Indwe Town Guard formed to defend the town of Indwe against Boer incursion during the Cape Colony guerrilla phase. Indwe, site of important coal mines, maintained a town guard to protect the colliery and railway.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8313,British,Indwe Town Guard,,Indwe Town Guard,1902-05-31,,garrison,,Indwe,Indwe,"Indwe Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8314,British,Jansenville Town Guard,,Jansenville Town Guard,1901-01-01,,garrison,,Jansenville,Jansenville,Jansenville Town Guard formed to defend the town of Jansenville against Boer incursion during the Cape Colony guerrilla phase. Jansenville TG under Capt Gould built a fort in Jan 1901. Smuts's commando bypassed the town in Nov 1901 due to its strong fortifications. (angloboerwar.com; SAMHS vol102rt),low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8315,British,Jansenville Town Guard,,Jansenville Town Guard,1902-05-31,,garrison,,Jansenville,Jansenville,"Jansenville Town Guard stood down following the Peace of Vereeniging (31 May 1902), ending the Anglo-Boer War.",low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
8316,British,Kimberley Town Guard,,Kimberley Town Guard,1899-10-14,,garrison,,Kimberley,Kimberley,Kimberley Town Guard formed to defend the town of Kimberley against Boer incursion during the Cape Colony guerrilla phase. Kimberley Town Guard formed at outbreak of war from De Beers employees and local volunteers under Col Kekewich; central to the 217-day siege (Oct 1899 – Feb 1900).,low,angloboerwar.com unit pages; SAMHS vol102rt; Pakenham 'The Boer War',Auto-generated from angloboerwar.com TG/DMT roster (add_tg_dmt.py); verify against unit roll
